entry_ts_ms,entry_t,exit_t,side,entry_price,exit_price,gross_pnl,net_pnl,net_bps,win,signal
1779504775021,29805,30105,short,84.49099731445312,84.73300170898438,-0.24200439453125,-0.4959613952636719,-58.69991017123811,0,0.04000610485672951
1779504785699,29806,30106,short,84.50299835205078,84.75299835205078,-0.25,-0.5040089950561524,-59.64391854551522,0,0.026634173467755318
1779504796398,29807,30107,short,84.51300048828125,84.7490005493164,-0.23600006103515625,-0.4900110626220703,-57.980554446178516,0,0.04830271005630493
1779504799424,29808,30108,short,84.51300048828125,84.7770004272461,-0.26399993896484375,-0.5180669403076172,-61.30026591346186,0,0.03929976001381874
1779504801499,29809,30109,short,84.48500061035156,84.7770004272461,-0.29199981689453125,-0.546038818359375,-64.63145107588143,0,0.04303991422057152
1779504801499,29810,30110,short,84.48500061035156,84.7770004272461,-0.29199981689453125,-0.546038818359375,-64.63145107588143,0,0.045437827706336975
1779504844760,29811,30111,short,84.50199890136719,84.77300262451172,-0.27100372314453125,-0.5250517272949219,-62.134829249160745,0,0.048338647931814194
1779504844760,29812,30112,short,84.50199890136719,84.77300262451172,-0.27100372314453125,-0.5250517272949219,-62.134829249160745,0,0.039288751780986786
1779504854978,29813,30113,short,84.51300048828125,84.76499938964844,-0.2519989013671875,-0.5060419006347656,-59.877403205549946,0,0.045159392058849335
1779504863279,29814,30114,short,84.51300048828125,84.76000213623047,-0.24700164794921875,-0.501034652709961,-59.28492064122554,0,0.0313379168510437
1779504874912,29815,30115,short,84.51300048828125,84.78199768066406,-0.2689971923828125,-0.5230741882324219,-61.89274847778626,0,0.049475401639938354
1779504893683,29816,30116,short,84.51300048828125,84.78199768066406,-0.2689971923828125,-0.5230741882324219,-61.89274847778626,0,0.03239280357956886
1779504935750,29822,30122,short,84.4729995727539,84.74500274658203,-0.272003173828125,-0.525966178894043,-62.26441366522625,0,0.049070365726947784
1779509194734,30179,30479,short,84.70099639892578,84.45999908447266,0.240997314453125,-0.0126236801147461,-1.4903815363978645,0,0.03369174525141716
1779509198445,30180,30480,short,84.71099853515625,84.45999908447266,0.25099945068359375,-0.0026315460205078023,-0.3106498643639142,0,0.03558693081140518
1779509228034,30182,30482,short,84.70899963378906,84.44300079345703,0.26599884033203125,0.012403839111328113,1.464288229698373,1,0.022006845101714134
1779509242161,30183,30483,short,84.68199920654297,84.46399688720703,0.2180023193359375,-0.035607673645019516,-4.20486927312272,0,0.037162940949201584
1779509242228,30184,30484,short,84.68199920654297,84.46600341796875,0.21599578857421875,-0.037618217468261717,-4.442292083410702,0,0.047166869044303894
1779509275262,30186,30486,short,84.68199920654297,84.46600341796875,0.21599578857421875,-0.037618217468261717,-4.442292083410702,0,0.047479335218667984
1779509303217,30187,30487,short,84.677001953125,84.44100189208984,0.23600006103515625,-0.017558944702148443,-2.073637976917112,0,0.0201401524245739
1779509340217,30188,30488,short,84.677001953125,84.44100189208984,0.23600006103515625,-0.017558944702148443,-2.073637976917112,0,0.03487427160143852
1779509364489,30190,30490,short,84.6989974975586,84.46600341796875,0.23299407958984375,-0.020636924743652363,-2.436501653310266,0,0.03258166462182999
1779509378718,30191,30491,short,84.6989974975586,84.46600341796875,0.23299407958984375,-0.020636924743652363,-2.436501653310266,0,0.02348233573138714
1779509436386,30194,30494,short,84.6969985961914,84.48999786376953,0.207000732421875,-0.04667626190185549,-5.510970007850361,0,0.029934419319033623
1779509488048,30195,30495,short,84.70999908447266,84.48999786376953,0.220001220703125,-0.03368877410888674,-3.976953662258024,0,0.017515504732728004
1779509488614,30196,30496,short,84.70999908447266,84.48999786376953,0.220001220703125,-0.03368877410888674,-3.976953662258024,0,0.02925456315279007
1779509521366,30198,30498,short,84.72100067138672,84.46199798583984,0.259002685546875,0.005357688903808583,0.6323920706024031,1,0.021809164434671402
1779509525999,30199,30499,short,84.72100067138672,84.45899963378906,0.26200103759765625,0.008362037658691396,0.9870088398891578,1,0.0243142731487751
1779509529268,30200,30500,short,84.73100280761719,84.45899963378906,0.272003173828125,0.018354171752929666,2.166169541814942,1,0.02935163490474224
1779509562896,30201,30501,short,84.73100280761719,84.43499755859375,0.2960052490234375,0.0424042510986328,5.004573260499724,1,0.038691096007823944
1779509564483,30202,30502,short,84.6989974975586,84.43000030517578,0.2689971923828125,0.01543819427490234,1.8227127511571004,1,0.023854101076722145
1779509576663,30203,30503,short,84.6969985961914,84.43000030517578,0.266998291015625,0.013441291809082045,1.586985611280736,1,0.020165275782346725
1779509576663,30204,30504,short,84.6969985961914,84.43000030517578,0.266998291015625,0.013441291809082045,1.586985611280736,1,0.024811049923300743
1779509598004,30205,30505,short,84.70899963378906,84.44200134277344,0.266998291015625,0.013405288696289042,1.5825105660841599,1,0.040736123919487
1779509611468,30206,30506,short,84.7229995727539,84.43099975585938,0.29199981689453125,0.038414817810058566,4.534166401541382,1,0.023271512240171432
1779509611468,30207,30507,short,84.7229995727539,84.43099975585938,0.29199981689453125,0.038414817810058566,4.534166401541382,1,0.024389976635575294
1779509623931,30208,30508,short,84.7229995727539,84.44000244140625,0.28299713134765625,0.02939412689208984,3.4694388820415067,1,0.031438034027814865
1779509629013,30209,30509,short,84.70500183105469,84.44100189208984,0.26399993896484375,0.010412933349609382,1.2293174103671143,1,0.0387040451169014
1779509629013,30210,30510,short,84.70500183105469,84.44100189208984,0.26399993896484375,0.010412933349609382,1.2293174103671143,1,0.01941450498998165
1779509643771,30211,30511,short,84.71900177001953,84.45899963378906,0.26000213623046875,0.006365135192871074,0.7513232049345956,1,0.023782426491379738
1779509647875,30212,30512,short,84.71900177001953,84.45899963378906,0.26000213623046875,0.006365135192871074,0.7513232049345956,1,0.02468377910554409
1779509666419,30213,30513,short,84.71900177001953,84.45899963378906,0.26000213623046875,0.006365135192871074,0.7513232049345956,1,0.03379528969526291
1779509671795,30214,30514,short,84.71900177001953,84.45899963378906,0.26000213623046875,0.006365135192871074,0.7513232049345956,1,0.030041053891181946
1779509683550,30215,30515,short,84.70899963378906,84.46700286865234,0.24199676513671875,-0.011646240234375022,-1.3748527647267272,0,0.025632783770561218
1779509696474,30216,30516,short,84.70899963378906,84.46700286865234,0.24199676513671875,-0.011646240234375022,-1.3748527647267272,0,0.02167743816971779
1779509697135,30217,30517,short,84.70899963378906,84.46700286865234,0.24199676513671875,-0.011646240234375022,-1.3748527647267272,0,0.01996408775448799
1779509756688,30218,30518,short,84.70899963378906,84.46700286865234,0.24199676513671875,-0.011646240234375022,-1.3748527647267272,0,0.02719990722835064
1779509809147,30219,30519,short,84.70899963378906,84.44599914550781,0.26300048828125,0.0093994903564453,1.10962122054101,1,0.024362243711948395
1779509814638,30220,30520,short,84.69100189208984,84.4530029296875,0.23799896240234375,-0.015598045349121098,-1.8417594550357963,0,0.024552950635552406
1779509821102,30221,30521,short,84.677001953125,84.41000366210938,0.266998291015625,0.013501281738281246,1.5944449409953374,1,0.030634943395853043
1779509821442,30222,30522,short,84.677001953125,84.41000366210938,0.266998291015625,0.013501281738281246,1.5944449409953374,1,0.03147725388407707
1779509832919,30223,30523,short,84.6719970703125,84.41000366210938,0.261993408203125,0.008501403808593738,1.0040396001920309,1,0.03834166005253792
1779509840151,30224,30524,short,84.66899871826172,84.41000366210938,0.25899505615234375,0.00550605010986327,0.6503029672270949,1,0.02947908826172352
1779509849933,30225,30525,short,84.67900085449219,84.41000366210938,0.2689971923828125,0.01549818420410154,1.8302275709101459,1,0.03692749887704849
1779509853265,30226,30526,short,84.67900085449219,84.41000366210938,0.2689971923828125,0.01549818420410154,1.8302275709101459,1,0.02760559506714344
1779509864266,30227,30527,short,84.6500015258789,84.41000366210938,0.23999786376953125,-0.013472145080566433,-1.5915114988447785,0,0.043234627693891525
1779509866514,30228,30528,short,84.64099884033203,84.39299774169922,0.2480010986328125,-0.005425895690918003,-0.6410481640408674,0,0.035608816891908646
1779509874797,30229,30529,short,84.64099884033203,84.39299774169922,0.2480010986328125,-0.005425895690918003,-0.6410481640408674,0,0.04569285362958908
1779509874797,30230,30530,short,84.64099884033203,84.37699890136719,0.26399993896484375,0.010604942321777333,1.2529320857593664,1,0.04650022089481354
1779509892831,30232,30532,short,84.63099670410156,84.37699890136719,0.253997802734375,0.0006128082275390634,0.07240943051653369,1,0.03678705915808678
1779509893351,30233,30533,short,84.63099670410156,84.375,0.2559967041015625,0.00261570739746092,0.3090720302640785,1,0.02880123071372509
1779509900543,30234,30534,short,84.63099670410156,84.375,0.2559967041015625,0.00261570739746092,0.3090720302640785,1,0.041423145681619644
1779509916847,30236,30536,short,84.6510009765625,84.37100219726562,0.279998779296875,0.026605773925781256,3.14299578491076,1,0.037067536264657974
1779518379023,31147,31447,short,84.36299896240234,84.15499877929688,0.20800018310546875,-0.04467281341552734,-5.29530883977186,0,0.025888442993164062
1779518386174,31149,31449,short,84.35900115966797,84.14700317382812,0.21199798583984375,-0.0406550216674805,-4.819286751692559,0,0.029696747660636902
1779518470385,31155,31455,short,84.37000274658203,84.20999908447266,0.160003662109375,-0.09278633880615235,-10.997550762781179,0,0.027195807546377182
1779518470385,31156,31456,short,84.37000274658203,84.20999908447266,0.160003662109375,-0.09278633880615235,-10.997550762781179,0,0.025899628177285194
1779518470385,31157,31457,short,84.37000274658203,84.20999908447266,0.160003662109375,-0.09278633880615235,-10.997550762781179,0,0.018874838948249817
1779518516766,31158,31458,short,84.3740005493164,84.20999908447266,0.16400146484375,-0.08879253387451172,-10.523684226945326,0,0.02251935377717018
1779518566964,31161,31461,short,84.41600036621094,84.19599914550781,0.220001220703125,-0.03280677795410156,-3.8863222388860152,0,0.016433117911219597
1779518576693,31162,31462,short,84.41600036621094,84.18800354003906,0.227996826171875,-0.024795181274414074,-2.937260847096329,0,0.01730312779545784
1779518600994,31163,31463,short,84.38200378417969,84.17400360107422,0.20800018310546875,-0.04472982788085937,-5.300872920162334,0,0.011244098655879498
1779518617910,31164,31464,short,84.36100006103516,84.17400360107422,0.1869964599609375,-0.06571254730224609,-7.789446219782017,0,0.012242664583027363
1779518628740,31165,31465,short,84.35199737548828,84.19300079345703,0.15899658203125,-0.09374141693115233,-11.113123559347097,0,0.008297249674797058
1779518636503,31166,31466,short,84.36000061035156,84.21700286865234,0.14299774169921875,-0.1097962646484375,-13.015204344956432,0,0.020764945074915886
1779518663637,31167,31467,short,84.37000274658203,84.21700286865234,0.1529998779296875,-0.09980413055419922,-11.829338308068557,0,0.024385813623666763
1779518668096,31168,31468,short,84.3489990234375,84.17900085449219,0.1699981689453125,-0.08270883178710937,-9.805549887335072,0,0.03609565272927284
1779518675574,31169,31469,short,84.3479995727539,84.17900085449219,0.16899871826171875,-0.08370728302001954,-9.924038915447932,0,0.006914651487022638
1779518693588,31170,31470,short,84.3479995727539,84.17900085449219,0.16899871826171875,-0.08370728302001954,-9.924038915447932,0,0.0065447064116597176
1779518693588,31171,31471,short,84.3479995727539,84.17500305175781,0.17299652099609375,-0.0797014846801758,-9.449125656077916,0,0.005534143652766943
1779518722322,31172,31472,short,84.37000274658203,84.15899658203125,0.21100616455078125,-0.04168183135986328,-4.940361503253818,0,0.005309084430336952
1779518727083,31173,31473,short,84.35900115966797,84.14800262451172,0.21099853515625,-0.04165647125244143,-4.937999582711677,0,0.004944448824971914
1779518751102,31174,31474,short,84.33999633789062,84.14800262451172,0.19199371337890625,-0.06064228820800782,-7.190217078627455,0,0.0059275394305586815
1779518754720,31175,31475,short,84.32599639892578,84.14800262451172,0.1779937744140625,-0.07462822723388672,-8.849966845436219,0,0.008799518458545208
1779518761655,31176,31476,short,84.33000183105469,84.14800262451172,0.18199920654296875,-0.07062680053710937,-8.375050279093072,0,0.012747623957693577
1779518767599,31177,31477,short,84.33000183105469,84.1259994506836,0.20400238037109375,-0.048579620361328124,-5.760656860728133,0,0.004653225652873516
1779518776816,31178,31478,short,84.31900024414062,84.1259994506836,0.19300079345703125,-0.05957020568847657,-7.064861480330009,0,0.006417099852114916
1779518780943,31179,31479,short,84.302001953125,84.1259994506836,0.17600250244140625,-0.07655149841308594,-9.080626395521588,0,0.004347821697592735
1779518786121,31180,31480,short,84.30000305175781,84.1259994506836,0.17400360107421875,-0.07854840087890626,-9.317722186875814,0,0.0072944555431604385
1779518787626,31181,31481,short,84.29499816894531,84.1259994506836,0.16899871826171875,-0.08354827880859375,-9.911415934922381,0,0.007379019167274237
1779518794302,31182,31482,short,84.29199981689453,84.1259994506836,0.1660003662109375,-0.08654363250732422,-10.267122941123816,0,0.010321803390979767
1779518801950,31183,31483,short,84.30000305175781,84.12200164794922,0.17800140380859375,-0.07454260253906252,-8.842538533871164,0,0.012978171929717064
1779518812738,31184,31484,short,84.30000305175781,84.12200164794922,0.17800140380859375,-0.07454260253906252,-8.842538533871164,0,0.022130211815238
1779518814723,31185,31485,short,84.28199768066406,84.12999725341797,0.15200042724609375,-0.10054156494140624,-11.929186268501612,0,0.010181684046983719
1779518821951,31186,31486,short,84.29000091552734,84.12999725341797,0.160003662109375,-0.09254633331298828,-10.979515044226321,0,0.01532610971480608
1779518822438,31187,31487,short,84.30999755859375,84.11100006103516,0.19899749755859375,-0.05353450012207031,-6.34972146510441,0,0.009145453572273254
1779518834224,31188,31488,short,84.28900146484375,84.14199829101562,0.147003173828125,-0.10556982421875,-12.524744911444028,0,0.010423049330711365
1779518839145,31189,31489,short,84.28500366210938,84.14199829101562,0.14300537109375,-0.10956362915039063,-12.999184242741553,0,0.012570688501000404
1779518843990,31190,31490,short,84.28099822998047,84.15899658203125,0.12200164794921875,-0.13059734344482424,-15.49546709075025,0,0.0171233881264925
1779518850461,31191,31491,short,84.28099822998047,84.15699768066406,0.12400054931640625,-0.12859444427490235,-15.2578216888227,0,0.030173391103744507
1779518861554,31192,31492,short,84.2699966430664,84.16899871826172,0.1009979248046875,-0.15161006927490234,-17.99099030667596,0,0.029142385348677635
1779518867057,31193,31493,short,84.2979965209961,84.16899871826172,0.128997802734375,-0.12363819122314454,-14.666800674479848,0,0.012491816654801369
1779518870853,31194,31494,short,84.30000305175781,84.1510009765625,0.1490020751953125,-0.10359992980957032,-12.289433696219785,0,0.019359957426786423
1779518880586,31195,31495,short,84.27400207519531,84.1510009765625,0.1230010986328125,-0.1295749053955078,-15.375430406152041,0,0.013972419314086437
1779518882898,31196,31496,short,84.27200317382812,84.1510009765625,0.121002197265625,-0.13157180786132813,-15.612754284472691,0,0.01354026049375534
1779518900172,31197,31497,short,84.27999877929688,84.1510009765625,0.128997802734375,-0.12358419799804687,-14.663526315617954,0,0.012863941490650177
1779518900504,31198,31498,short,84.30000305175781,84.16699981689453,0.13300323486328125,-0.11963076782226563,-14.19107514727084,0,0.016802024096250534
1779518911426,31199,31499,short,84.30000305175781,84.1510009765625,0.1490020751953125,-0.10359992980957032,-12.289433696219785,0,0.029601842164993286
1779518923854,31200,31500,short,84.29000091552734,84.1510009765625,0.13899993896484375,-0.1135920639038086,-13.476339146994055,0,0.031924717128276825
1779518934041,31201,31501,short,84.29000091552734,84.1510009765625,0.13899993896484375,-0.1135920639038086,-13.476339146994055,0,0.018822498619556427
1779518941078,31202,31502,short,84.2699966430664,84.1510009765625,0.11899566650390625,-0.13357633209228514,-15.850995302404058,0,0.03307555243372917
1779518946288,31203,31503,short,84.2699966430664,84.16999816894531,0.09999847412109375,-0.1526115188598633,-18.109828520139132,0,0.022876247763633728
1779518959391,31204,31504,short,84.26000213623047,84.1510009765625,0.10900115966796875,-0.14356084442138672,-17.03784011176257,0,0.014689238741993904
1779518978488,31205,31505,short,84.26000213623047,84.1510009765625,0.10900115966796875,-0.14356084442138672,-17.03784011176257,0,0.01822548918426037
1779518987140,31206,31506,short,84.2699966430664,84.13200378417969,0.13799285888671875,-0.11454114532470704,-13.59216208466899,0,0.029692061245441437
1779519010736,31209,31509,short,84.2760009765625,84.0530014038086,0.22299957275390625,-0.029382431030273465,-3.486452927262749,0,0.03271118551492691
1779519050462,31211,31511,short,84.25800323486328,83.9000015258789,0.358001708984375,0.10594370269775391,12.573725774445812,1,0.046079739928245544
1779519064056,31212,31512,short,84.25800323486328,83.9000015258789,0.358001708984375,0.10594370269775391,12.573725774445812,1,0.038013193756341934
1779519084184,31213,31513,short,84.25399780273438,83.9000015258789,0.35399627685546875,0.10194227600097658,12.099399275943693,1,0.038290854543447495
1779521272665,31476,31776,short,84.14800262451172,83.08999633789062,1.0580062866210938,0.8076782913208007,95.98306152611276,1,0.038856714963912964
1779521280951,31477,31777,short,84.1259994506836,83.08300018310547,1.042999267578125,0.7927072677612306,94.2285705890403,1,0.034925948828458786
1779521281080,31478,31778,short,84.1259994506836,83.08300018310547,1.042999267578125,0.7927072677612306,94.2285705890403,1,0.02893436700105667
1779521283830,31479,31779,short,84.1259994506836,83.08999633789062,1.0360031127929688,0.785697120666504,93.395279199874,1,0.034869130700826645
1779521287023,31480,31780,short,84.1259994506836,83.08999633789062,1.0360031127929688,0.785697120666504,93.395279199874,1,0.03906792402267456
1779521288871,31481,31781,short,84.1259994506836,83.10199737548828,1.0240020751953125,0.7736720809936524,91.96587096087875,1,0.049603499472141266
1779521299423,31483,31783,short,84.12200164794922,83.10199737548828,1.0200042724609375,0.7696782760620117,91.49547811321908,1,0.03711229935288429
1779521303723,31484,31784,short,84.12200164794922,83.10199737548828,1.0200042724609375,0.7696782760620117,91.49547811321908,1,0.042527396231889725
1779521315940,31485,31785,short,84.12999725341797,83.10199737548828,1.0279998779296875,0.777665885925293,92.43621910301424,1,0.039195410907268524
1779521329447,31486,31786,short,84.12999725341797,83.10199737548828,1.0279998779296875,0.777665885925293,92.43621910301424,1,0.03372069075703621
1779521344055,31491,31791,short,84.15699768066406,82.95099639892578,1.2060012817382812,0.9559422912597657,113.59035108252245,1,0.03321986272931099
1779521349734,31492,31792,short,84.16899871826172,82.95700073242188,1.2119979858398438,0.9619149856567384,114.28376246657625,1,0.03371679410338402
1779521355720,31493,31793,short,84.16899871826172,82.93000030517578,1.2389984130859375,0.9889694137573243,117.49806090336115,1,0.03246200084686279
1779521373834,31494,31794,short,84.1510009765625,82.93000030517578,1.2210006713867188,0.9709896697998047,115.38658584349366,1,0.024213599041104317
1779521373834,31495,31795,short,84.1510009765625,82.91999816894531,1.2310028076171875,0.9810118103027344,116.57755688205815,1,0.02199094370007515
1779521379788,31496,31796,short,84.1510009765625,82.91999816894531,1.2310028076171875,0.9810118103027344,116.57755688205815,1,0.030608952045440674
1779521396722,31497,31797,short,84.1510009765625,82.91999816894531,1.2310028076171875,0.9810118103027344,116.57755688205815,1,0.04867339879274368
1779521402778,31498,31798,short,84.16699981689453,82.91999816894531,1.2470016479492188,0.9969946517944336,118.45434124578485,1,0.0481732152402401
1779521409176,31499,31799,short,84.1510009765625,82.91999816894531,1.2310028076171875,0.9810118103027344,116.57755688205815,1,0.028305750340223312
1779521422719,31500,31800,short,84.1510009765625,83.02100372314453,1.1299972534179688,0.8798042449951172,104.55065712648597,1,0.0363396517932415
1779521430595,31501,31801,short,84.1510009765625,83.02100372314453,1.1299972534179688,0.8798042449951172,104.55065712648597,1,0.04681730642914772
1779521431383,31502,31802,short,84.1510009765625,83.02100372314453,1.1299972534179688,0.8798042449951172,104.55065712648597,1,0.03951229527592659
1779521440449,31503,31803,short,84.16999816894531,83.02100372314453,1.1489944458007812,0.898782440185547,106.78180583793271,1,0.033854398876428604
1779521453697,31504,31804,short,84.1510009765625,83.02100372314453,1.1299972534179688,0.8798042449951172,104.55065712648597,1,0.04365098476409912
1779521460934,31507,31807,short,84.0989990234375,83.05999755859375,1.03900146484375,0.788782470703125,93.79213544305084,1,0.03010467253625393
1779521461614,31508,31808,short,84.0989990234375,83.05999755859375,1.03900146484375,0.788782470703125,93.79213544305084,1,0.03755270689725876
1779521463693,31510,31810,short,84.04299926757812,83.05999755859375,0.983001708984375,0.7328387145996094,87.19806777318593,1,0.035203322768211365
1779521464261,31511,31811,short,83.9000015258789,83.03099822998047,0.8690032958984375,0.6190412979125977,73.78322844507395,1,0.039711374789476395
1779521468041,31518,31818,short,83.87000274658203,82.94100189208984,0.9290008544921875,0.6792488479614257,80.98829446969432,1,0.045094218105077744
1779521470966,31519,31819,short,83.87899780273438,82.91000366210938,0.968994140625,0.7192951354980469,85.75390197075038,1,0.0431082509458065
1779521474859,31523,31823,short,83.93699645996094,82.9489974975586,0.9879989624023438,0.7381639709472656,87.94262388211374,1,0.04114653915166855
1779521493608,31535,31835,short,84.01699829101562,82.9489974975586,1.0680007934570312,0.8180858001708984,97.37146253871587,1,0.046914808452129364
1779522400452,31733,32033,short,83.0790023803711,81.71800231933594,1.3610000610351562,1.1144850540161133,134.14762118995188,1,0.047501012682914734
1779522406335,31741,32041,short,82.91500091552734,81.68000030517578,1.2350006103515625,0.9887256088256837,119.24568508815234,1,0.016254831105470657
1779522408667,31744,32044,short,83.0,81.85399627685547,1.1460037231445312,0.8992957305908204,108.3488832037133,1,0.01737242564558983
1779522409337,31745,32045,short,82.9800033569336,81.8949966430664,1.0850067138671875,0.838236717224121,101.01671286014478,1,0.025754772126674652
1779522410323,31747,32047,short,82.93000030517578,81.89399719238281,1.0360031127929688,0.7892851181030273,95.17486014693368,1,0.032417114824056625
1779522411330,31748,32048,short,82.94000244140625,81.89399719238281,1.0460052490234375,0.7992772521972656,96.36812499034139,1,0.015967706218361855
1779522412162,31749,32049,short,82.9209976196289,81.89399719238281,1.0270004272460938,0.7802914352416992,94.10058460958386,1,0.02145739085972309
1779522413201,31751,32051,short,82.87000274658203,81.81400299072266,1.055999755859375,0.8095017471313476,97.68332572726207,1,0.031682245433330536
1779522414007,31752,32052,short,82.88999938964844,81.72100067138672,1.1689987182617188,0.922666717529297,111.31218775766119,1,0.013334888033568859
1779522414750,31753,32053,short,82.9000015258789,81.72100067138672,1.1790008544921875,0.9326588516235351,112.5040813578739,1,0.025926420465111732
1779522416691,31756,32056,short,82.94400024414062,81.95999908447266,0.9840011596679688,0.7371371612548828,88.87166752087725,1,0.025843555107712746
1779522417763,31757,32057,short,82.93000030517578,81.95999908447266,0.970001220703125,0.7231512222290039,87.20019529336369,1,0.014612656086683273
1779522419348,31759,32059,short,82.93000030517578,82.02999877929688,0.9000015258789062,0.6530115280151367,78.74249675776034,1,0.023159341886639595
1779522419924,31760,32060,short,82.94999694824219,82.02999877929688,0.9199981689453125,0.6729881744384765,81.13179013838865,1,0.01025493536144495
1779522421907,31763,32063,short,83.01000213623047,82.11000061035156,0.9000015258789062,0.6527715225219727,78.63769494315729,1,0.040308963507413864
1779522423376,31764,32064,short,83.01000213623047,82.0790023803711,0.930999755859375,0.6838317489624024,82.37943999087526,1,0.03873537853360176
1779522425815,31767,32067,short,83.04000091552734,82.08399963378906,0.9560012817382812,0.7087932815551758,85.35564471828435,1,0.04010050743818283
1779522426955,31768,32068,short,83.0530014038086,82.08399963378906,0.9690017700195312,0.7217807693481446,86.9060427857151,1,0.03446096554398537
1779522428940,31771,32071,short,83.05999755859375,82.08399963378906,0.9759979248046875,0.7287699279785156,87.74018172398969,1,0.04656430333852768
1779522428940,31772,32072,short,83.05999755859375,82.08399963378906,0.9759979248046875,0.7287699279785156,87.74018172398969,1,0.03389670327305794
1779522430254,31773,32073,short,83.08000183105469,82.10900115966797,0.9710006713867188,0.7237026672363281,87.10912990926457,1,0.016524573788046837
1779522431508,31775,32075,short,83.06900024414062,82.10900115966797,0.9599990844726562,0.7127120819091797,85.797599563557,1,0.012003764510154724
1779522432853,31776,32076,short,83.08999633789062,82.15599822998047,0.9339981079101562,0.6865961151123047,82.6328252946623,1,0.012356247752904892
1779522433394,31777,32077,short,83.08300018310547,82.1500015258789,0.9329986572265625,0.6856156539916992,82.52177370589416,1,0.04315460845828056
1779522434617,31779,32079,short,83.08999633789062,82.1500015258789,0.9399948120117188,0.6926048126220703,83.35598064122544,1,0.022699005901813507
1779522434894,31780,32080,short,83.08999633789062,82.1500015258789,0.9399948120117188,0.6926048126220703,83.35598064122544,1,0.01948465406894684
